Step,Learning Rate,Train Loss,Validation Loss,Perplexity,Time Elapsed
0,0.0,68.10322570800781,68.1383056640625,3.909220309237728e+29,7.226404905319214
20,0.0020000000000000005,30.721078872680664,30.585493087768555,19191587405824.0,123.10253596305847
40,0.004000000000000001,11.903279304504395,11.960074424743652,156384.71875,208.25730347633362
60,0.006,6.661645412445068,6.706272125244141,817.517333984375,291.52328300476074
80,0.008000000000000002,4.402987480163574,4.310268878936768,74.46051025390625,374.52547788619995
100,tensor(0.0100),3.631685972213745,3.572406053543091,35.602149963378906,452.61271500587463
120,tensor(0.0091),3.128760576248169,3.257930278778076,25.995677947998047,529.5653126239777
140,tensor(0.0066),3.037600517272949,3.017213821411133,20.43427848815918,608.5291829109192
160,tensor(0.0035),2.877728223800659,3.0192673206329346,20.47628402709961,687.24973487854
180,tensor(0.0010),2.8455374240875244,2.8957650661468506,18.097341537475586,763.2981178760529
200,tensor(0.0100),2.9242048263549805,2.9131226539611816,18.414209365844727,839.9651424884796
220,tensor(0.0098),2.9021944999694824,2.8917746543884277,18.025270462036133,917.2372272014618
240,tensor(0.0091),2.6861491203308105,2.708584785461426,15.008020401000977,993.2149336338043
260,tensor(0.0080),2.579094886779785,2.6642935276031494,14.357802391052246,1068.7815835475922
280,tensor(0.0066),2.6501357555389404,2.504781723022461,12.240886688232422,1144.1882348060608
300,tensor(0.0050),2.459280490875244,2.5566625595092773,12.892716407775879,1219.5461671352386
320,tensor(0.0035),2.4918301105499268,2.5805609226226807,13.204543113708496,1295.5071103572845
340,tensor(0.0021),2.4754014015197754,2.4738223552703857,11.867722511291504,1371.9873533248901
360,tensor(0.0010),2.5283775329589844,2.394339084625244,10.960951805114746,1449.229071855545
380,tensor(0.0003),2.436511516571045,2.4444873332977295,11.524640083312988,1525.760078907013
400,tensor(0.0100),2.4906859397888184,2.410912275314331,11.144123077392578,1617.6401889324188
420,tensor(0.0099),2.3452677726745605,2.411445140838623,11.150062561035156,1696.6033132076263
440,tensor(0.0098),2.434138059616089,2.518425226211548,12.409039497375488,1774.9837481975555
460,tensor(0.0095),2.494504928588867,2.3565568923950195,10.554548263549805,1852.8891768455505
480,tensor(0.0091),2.3895492553710938,2.2853734493255615,9.82935619354248,1929.7294280529022
500,tensor(0.0086),2.240492820739746,2.2273247241973877,9.275019645690918,2007.9717473983765
520,tensor(0.0080),2.2837934494018555,2.295713186264038,9.931516647338867,2084.9852805137634
540,tensor(0.0073),2.2666194438934326,2.2142324447631836,9.154379844665527,2162.4549329280853
560,tensor(0.0066),2.1271114349365234,2.2289822101593018,9.2904052734375,2239.2254769802094
580,tensor(0.0058),2.1227662563323975,2.101472854614258,8.178206443786621,2316.8646252155304
600,tensor(0.0050),2.155402183532715,2.095795154571533,8.131904602050781,2394.637062549591
620,tensor(0.0043),2.0740368366241455,2.084761142730713,8.042670249938965,2470.5677666664124
640,tensor(0.0035),2.069653034210205,1.9961951971054077,7.360995769500732,2547.081745147705
660,tensor(0.0028),2.037261724472046,2.0325090885162354,7.633214950561523,2623.0657472610474
680,tensor(0.0021),2.0313704013824463,1.974861741065979,7.205623626708984,2699.5749673843384
700,tensor(0.0015),2.0244815349578857,2.090203285217285,8.086559295654297,2776.6512246131897
720,tensor(0.0010),1.9876093864440918,2.100360631942749,8.16911506652832,2853.218910932541
740,tensor(0.0006),1.984349250793457,1.9530119895935059,7.049890041351318,2929.0207760334015
760,tensor(0.0003),1.9278420209884644,1.9897640943527222,7.313808441162109,3004.9175906181335
780,tensor(0.0002),1.9593701362609863,1.9877761602401733,7.299283504486084,3080.898060798645
800,tensor(0.0100),2.1057980060577393,2.1322038173675537,8.433432579040527,3157.33522605896
820,tensor(0.0100),2.3508241176605225,2.4159340858459473,11.200227737426758,3237.426890850067
840,tensor(0.0099),2.253389835357666,2.2698686122894287,9.678129196166992,3321.0382833480835
860,tensor(0.0099),2.133593797683716,2.1364238262176514,8.469096183776855,3403.1158723831177
880,tensor(0.0098),2.052119731903076,1.99270498752594,7.335349082946777,3483.478086948395
900,tensor(0.0096),2.05897855758667,2.0695807933807373,7.921501636505127,3564.5990583896637
920,tensor(0.0095),1.8856701850891113,2.0267248153686523,7.589189529418945,3643.7611389160156
940,tensor(0.0093),1.9509772062301636,1.975813388824463,7.212483882904053,3721.8208129405975
960,tensor(0.0091),1.9160646200180054,1.9448977708816528,6.992917060852051,3799.518573284149
980,tensor(0.0088),1.9590990543365479,1.969590187072754,7.167738437652588,3876.6852054595947
1000,tensor(0.0086),1.8469352722167969,1.9268741607666016,6.868008136749268,3954.322939157486
1020,tensor(0.0083),1.90341317653656,1.947091817855835,7.008276462554932,4031.1091327667236
1040,tensor(0.0080),1.8006848096847534,1.832267165184021,6.248035907745361,4107.262596845627
1060,tensor(0.0076),1.8162593841552734,1.858902931213379,6.416693210601807,4183.4101021289825
1080,tensor(0.0073),1.8482887744903564,1.742925763130188,5.71403694152832,4258.989588499069
1100,tensor(0.0069),1.9025505781173706,1.8897837400436401,6.6179375648498535,4334.784017801285
1120,tensor(0.0066),1.7781474590301514,1.7753565311431885,5.902385234832764,4410.850457906723
1140,tensor(0.0062),1.6974579095840454,1.8870470523834229,6.599850654602051,4489.833535194397
1160,tensor(0.0058),1.7626219987869263,1.7656261920928955,5.845231533050537,4566.1237823963165
1180,tensor(0.0054),1.7239207029342651,1.759201169013977,5.807796001434326,4641.295490026474
1200,tensor(0.0050),1.8585530519485474,1.7053707838058472,5.5034260749816895,4719.685128688812
