Step,Time Elapsed,Tokens Per Second,Train Loss,Validation Loss,Perplexity,Learning Rate,Norm
940,2838.0721049308777,21050.12149928886,2.461455583572388,2.595428228378296,13.402325630187988,0.006,0.3134
960,2871.074208021164,19858.12838069998,2.327479839324951,2.3810458183288574,10.816208839416504,0.0059,0.3035
980,2926.972003221512,11724.25491293655,2.390451669692993,2.3401594161987305,10.382891654968262,0.0057,0.3961
1000,3236.0595400333405,2120.3054861412315,2.5230202674865723,2.7407491207122803,15.498591423034668,0.0055,0.2803
1020,3266.681972026825,21401.30477355425,2.916033267974853,2.334034919738769,10.319496154785156,0.0053,0.2945
1040,3296.5715720653534,21926.02106268483,2.66277813911438,2.9472925662994385,19.054296493530277,0.0051,0.3029
1060,3327.423982858658,21241.77602815484,2.148133993148804,2.1923906803131104,8.956600189208984,0.005,0.3239
1080,3357.2718930244446,21956.64608878408,2.663531541824341,2.4590675830841064,11.693902969360352,0.0048,0.3262
1100,3386.773838043213,22214.1285797624,2.567061185836792,2.7036919593811035,14.934768676757812,0.0046,0.2887
1120,3417.114861011505,21599.799080106208,2.367187023162842,2.543213129043579,12.720478057861328,0.0044,0.3299
1140,3447.130555868149,21833.910663405568,2.594937801361084,2.1391847133636475,8.492510795593262,0.0042,0.3047
1160,3477.076429128647,21884.818462265157,2.184929370880127,2.848463535308838,17.261240005493164,0.0041,0.2608
1180,3507.846438884735,21298.660780253027,2.663469076156616,2.6068294048309326,13.556001663208008,0.0039,0.297
1200,3538.543391942978,21349.350170245045,2.402057886123657,2.002239227294922,7.405620574951172,0.0037,0.3023
1220,3568.9464950561523,21555.69441581165,2.2966251373291016,2.9593122005462646,19.28470230102539,0.0035,0.2913
1240,3629.248366117477,10867.987816389974,2.3739230632781982,2.150953531265259,8.593048095703125,0.0033,0.3012
1260,3659.8394730091095,21423.21957559724,2.4488370418548584,2.4975945949554443,12.15322494506836,0.0032,0.2632
1280,3689.463250875473,22122.769180771236,2.092433214187622,2.944846868515014,19.00775146484375,0.003,0.287
1300,3719.890727043152,21538.42784687305,2.2120368480682373,1.9331133365631104,6.910993099212647,0.0028,0.3034
1320,3749.385344982147,22219.647033757195,2.2227237224578857,2.50260329246521,12.21424961090088,0.0027,0.2878
1340,3779.061138868332,22083.992176030617,2.2191290855407715,2.629457712173462,13.86624813079834,0.0025,0.2807
1360,3809.4340732097626,21577.10521587788,2.89094352722168,2.6733827590942383,14.488899230957031,0.0024,0.269
1380,3839.866757869721,21534.74158861497,2.128380060195923,2.2425100803375244,9.41693878173828,0.0022,0.2627
1400,3870.380434989929,21477.581919026245,2.750845670700073,2.584861993789673,13.26145839691162,0.0021,0.2774
1420,3900.403687000274,21828.41484907015,2.208320140838623,1.9622374773025515,7.115229606628418,0.0019,0.244
1440,3929.58487200737,22458.306605460017,2.456763982772827,2.103168249130249,8.192083358764648,0.0018,0.2617
1460,3959.7686779499054,21712.30497730104,2.8296477794647217,2.401863574981689,11.04373836517334,0.0016,0.2638
1480,3989.325305223465,22173.03056720089,2.685845136642456,2.428839921951294,11.345712661743164,0.0015,0.2583
1500,4019.112415075302,22001.463158386272,2.297971248626709,2.62260365486145,13.771533012390137,0.0014,0.2522
1520,4049.681438922882,21438.6956962606,2.4835145473480225,2.7792952060699463,16.107664108276367,0.0013,0.2421
1540,4079.826355934143,21740.315282844625,2.346508741378784,2.411382913589477,11.149369239807127,0.0012,0.247
1560,4109.908704996109,21785.532727182937,2.238511085510254,2.7122156620025635,15.062612533569336,0.001,0.2403
1580,4139.939378023148,21823.020729836346,2.3954885005950928,2.234708309173584,9.343755722045898,0.0009,0.2479
1600,4169.090240001679,22481.667968606263,2.2692604064941406,2.738321542739868,15.461012840270996,0.0008,0.2403
1620,4199.236195087433,21739.566656147952,2.158719539642334,2.171592235565185,8.77224063873291,0.0007,0.2599
1640,4229.746924161911,21479.6571527424,2.1123664379119877,2.5517868995666504,12.83000946044922,0.0007,0.2443
1660,4260.457529067993,21339.859700067573,2.3341455459594727,2.2723634243011475,9.70230484008789,0.0006,0.2301
1680,4290.194901943207,22038.261508509,2.435978412628174,2.423753499984741,11.2881498336792,0.0005,0.2534
1700,4319.807102918625,22131.418078110182,2.207254648208618,1.994815230369568,7.350844860076904,0.0004,0.2333
1720,4349.463509082794,22098.42947159936,2.65551233291626,2.111911535263061,8.264022827148438,0.0004,0.2486
1740,4379.072179079056,22134.05735829222,1.9889576435089111,2.353379249572754,10.521062850952148,0.0003,0.256
1760,4408.887672185898,21980.51857306389,2.3395466804504395,2.506665706634521,12.263970375061035,0.0003,0.2514
1780,4438.215157985687,22346.27286068639,2.1214675903320312,2.456305980682373,11.661653518676758,0.0002,0.2502
1800,4468.509765863419,21632.89264693655,2.3327953815460205,2.141568183898926,8.512776374816895,0.0002,0.2321
1820,4498.4978749752045,21853.995447229823,2.080841302871704,1.9796218872070312,7.240005016326904,0.0002,0.219
1840,4528.498974084854,21844.53301543235,2.0680408477783203,2.4447312355041504,11.527450561523438,0.0001,0.2271
1860,4558.155101060867,22098.63751022094,2.42785382270813,2.289630889892578,9.871293067932127,0.0001,0.2289
1880,4588.482254981995,21609.67698137495,2.590996026992798,2.5196001529693604,12.423627853393556,0.0001,0.2369
1900,4618.467064142227,21856.40056929805,2.8596882820129395,2.0878677368164062,8.067694664001465,0.0001,0.2316
1920,4648.409409046173,21887.397333187288,2.17713475227356,2.007624626159668,7.445610046386719,0.0001,0.2201
1940,4677.892359018326,22228.44052643992,2.2295875549316406,2.055535793304444,7.81102180480957,0.0001,0.2466
1960,4707.344099760056,22251.99541674052,2.319648742675781,2.246405839920044,9.453696250915527,0.0001,0.2214
1980,4737.467721939087,21755.68383194591,2.1935219764709477,2.0941708087921143,8.118705749511719,0.0001,0.2271
1999,4765.602232217789,22129.121631497204,2.352942705154419,2.7690999507904053,15.944276809692385,0.0001,0.2417
